LP;extension;group;action;done
592;drv;windows;remove;
593;f208236449_ADs;PhotoRecExt;leave;
594;f208236833_adsldpc;PhotoRecExt;leave;
595;f208281537_imm32;PhotoRecExt;leave;
596;f208292761_ODBCBCP;PhotoRecExt;leave;
597;f208298377_CertCli;PhotoRecExt;leave;
598;f208319641_Protected_storage_server;PhotoRecExt;leave;
599;f208319977_Protected_storage_server;PhotoRecExt;leave;
600;f208375577_clusapi;PhotoRecExt;leave;
601;f208376113_resutils;PhotoRecExt;leave;
602;f208382649_clusapi;PhotoRecExt;leave;
603;f208382849_resutils;PhotoRecExt;leave;
604;f208394193_WbemCons;PhotoRecExt;leave;
605;aip;adobe;copy;
606;f208452585_WbemCons;PhotoRecExt;leave;
607;f208460305;PhotoRecExt;leave;
608;apl;data_bin;remove;
609;f208727945_Uniscribe;PhotoRecExt;leave;
610;f208728977_gdiplus;PhotoRecExt;leave;
611;f208735785_dciman32;PhotoRecExt;leave;
612;f208744465_ddrawex;PhotoRecExt;leave;
613;f208811745_logon;PhotoRecExt;leave;
614;f208868841_Compare;PhotoRecExt;leave;
615;f208973953_wordpad;PhotoRecExt;leave;
616;f209093473_VDMDBG;PhotoRecExt;leave;
617;f209157721_msaud32;PhotoRecExt;leave;
618;f209446553;PhotoRecExt;leave;
619;f209775161_oranldapj10;PhotoRecExt;leave;
620;f212480481_clusapi;PhotoRecExt;leave;
621;f212480601_resutils;PhotoRecExt;leave;
622;f212484937_WbemCons;PhotoRecExt;leave;
623;f213309601;PhotoRecExt;leave;
624;f214436385_Recomposer;PhotoRecExt;leave;
625;f25309505_PSAPI;PhotoRecExt;leave;
626;f214879377_ODBCBCP;PhotoRecExt;leave;
627;f215016889_Recomposer;PhotoRecExt;leave;
628;f215134265_ntsdexts;PhotoRecExt;leave;
629;f215421057_CLB;PhotoRecExt;leave;
630;f215442689_shmgrate;PhotoRecExt;leave;
631;f215500537_unregmp2;PhotoRecExt;leave;
632;f215802825_imm32;PhotoRecExt;leave;
633;f216091137_dciman32;PhotoRecExt;leave;
634;f216444745_gdi32;PhotoRecExt;leave;
635;f216445593_kernel32;PhotoRecExt;leave;
636;f216470633_user32;PhotoRecExt;leave;
637;f216477737_basesrv;PhotoRecExt;leave;
638;f216481961_Apphelp;PhotoRecExt;leave;
639;f216489561_PSAPI;PhotoRecExt;leave;
640;f216490961_gdiext;PhotoRecExt;leave;
641;f216500577_ODBC32;PhotoRecExt;leave;
642;f216504553_ODBCINT;PhotoRecExt;leave;
643;f216509665_dnsapi;PhotoRecExt;leave;
644;f216511001_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
645;f216512009_scesrv;PhotoRecExt;leave;
646;f216571849_adsldpc;PhotoRecExt;leave;
647;f216577137_ADs;PhotoRecExt;leave;
648;f216977881_VDMDBG;PhotoRecExt;leave;
649;f217058761_logon;PhotoRecExt;leave;
650;f217355137_SlayerXP;PhotoRecExt;leave;
651;vdm;programming;copy;
652;f225629761_apisetschema;PhotoRecExt;leave;
653;f225665145_gdiext;PhotoRecExt;leave;
654;f225680153_PSAPI;PhotoRecExt;leave;
655;f226169529_ADs;PhotoRecExt;leave;
656;f226169929_AudioRecorder;PhotoRecExt;leave;
657;f226170777_oledsldp;PhotoRecExt;leave;
658;f226171145_adsldpc;PhotoRecExt;leave;
659;f226171569_winnt;PhotoRecExt;leave;
660;f226173225_DVDMaker;PhotoRecExt;leave;
661;f226206793_dciman32;PhotoRecExt;leave;
662;f226208849_Apphelp;PhotoRecExt;leave;
663;f226692617_imm32;PhotoRecExt;leave;
664;f226210729_DVDMaker;PhotoRecExt;leave;
665;f226337649_basesrv;PhotoRecExt;leave;
666;f226538513_azroles;PhotoRecExt;leave;
667;f226547985_CertCli;PhotoRecExt;leave;
668;f226548921_CertEnroll;PhotoRecExt;leave;
669;f226556593_clusapi;PhotoRecExt;leave;
670;f226609625_ddrawex;PhotoRecExt;leave;
671;f226625065_dnsapi;PhotoRecExt;leave;
672;f226635169_dwmcore;PhotoRecExt;leave;
673;f226661569_FontCacheService;PhotoRecExt;leave;
674;f226663129_fontsub;PhotoRecExt;leave;
675;f226676241_gdi32;PhotoRecExt;leave;
676;f226676849_glu32;PhotoRecExt;leave;
677;f226677273_gpprefcl;PhotoRecExt;leave;
678;f226701665_ktmw32;PhotoRecExt;leave;
679;f226709001_kernel32;PhotoRecExt;leave;
680;f226710697_Kernelbase;PhotoRecExt;leave;
681;f226716657_LanguagePack;PhotoRecExt;leave;
682;cow;uncategorized;remove;
683;f226791353_IDCRL;PhotoRecExt;leave;
684;f226797601_sbdrop;PhotoRecExt;leave;
685;f226852073_Auto_Enrollment_DLL;PhotoRecExt;leave;
686;f226877209_MSVidCtl;PhotoRecExt;leave;
687;f226896153_FontCacheService;PhotoRecExt;leave;
688;f226897481_Protected_storage_server;PhotoRecExt;leave;
689;f227056737_opengl32;PhotoRecExt;leave;
690;f227101553_RasCredProv;PhotoRecExt;leave;
691;f227104833_resutils;PhotoRecExt;leave;
692;f227113777_scecli;PhotoRecExt;leave;
693;f227114145_scesrv;PhotoRecExt;leave;
694;f227122513_ERC;PhotoRecExt;leave;
695;f227125121_wersvc;PhotoRecExt;leave;
696;f227164385_SQLCESE30;PhotoRecExt;leave;
697;f227381089_WerMgr;PhotoRecExt;leave;
698;f227476761_WindowsCodecs;PhotoRecExt;leave;
699;f227141697_AudioRecorder;PhotoRecExt;leave;
700;f227150073_SQLCEOLEDB30;PhotoRecExt;leave;
701;f227154409_sxssrv;PhotoRecExt;leave;
702;f227180673_SQLCEQP30;PhotoRecExt;leave;
703;f227237193_VDMDBG;PhotoRecExt;leave;
704;f227349953_WDIASqmModule;PhotoRecExt;leave;
705;f227364393_user32;PhotoRecExt;leave;
706;f227367209_Uniscribe;PhotoRecExt;leave;
707;f227369545_winrnr;PhotoRecExt;leave;
708;f227398497_wersvc;PhotoRecExt;leave;
709;f227478737_WindowsCodecsExt;PhotoRecExt;leave;
710;mng;graphic;copy;
711;f227791857_vsmraid;PhotoRecExt;leave;
712;f227828385_dnsapi;PhotoRecExt;leave;
713;f227829537_kernel32;PhotoRecExt;leave;
714;f227831073_Kernelbase;PhotoRecExt;leave;
715;f227837945_user32;PhotoRecExt;leave;
716;f227970865_gdiplus;PhotoRecExt;leave;
717;f228109745_DWrite;PhotoRecExt;leave;
718;f228201665_ERC;PhotoRecExt;leave;
719;f228318249;PhotoRecExt;leave;
720;f228396409_ccme_base_non_fips;PhotoRecExt;leave;
721;f228685657_Acrobat;PhotoRecExt;leave;
722;f228786473_Acrobat;PhotoRecExt;leave;
723;f228969009_Acrobat;PhotoRecExt;leave;
724;f229207241_Acrobat;PhotoRecExt;leave;
725;f229069961_Acrobat;PhotoRecExt;leave;
726;f27564545;PhotoRecExt;leave;
727;f27566385;PhotoRecExt;leave;
728;f27570329;PhotoRecExt;leave;
729;f27605401;PhotoRecExt;leave;
730;f27639185;PhotoRecExt;leave;
731;f229996945_Acrobat;PhotoRecExt;leave;
732;f230001153_UNKNOWN_FILE;PhotoRecExt;leave;
733;f230001329_UNKNOWN_FILE;PhotoRecExt;leave;
734;f230278881_Acrobat;PhotoRecExt;leave;
735;f230742617_apisetstub;PhotoRecExt;leave;
736;f230742761_apisetstub;PhotoRecExt;leave;
737;f230723337_Acrobat;PhotoRecExt;leave;
738;f230724441_Acrobat;PhotoRecExt;leave;
739;f230726601_ADs;PhotoRecExt;leave;
740;f230730617_oledsldp;PhotoRecExt;leave;
741;f230742521_apisetstub;PhotoRecExt;leave;
742;f230742537_apisetstub;PhotoRecExt;leave;
743;f230742545_apisetstub;PhotoRecExt;leave;
744;f230742553_apisetstub;PhotoRecExt;leave;
745;f230742561_apisetstub;PhotoRecExt;leave;
746;f230742585_apisetstub;PhotoRecExt;leave;
747;f230742593_apisetstub;PhotoRecExt;leave;
748;f230742609_apisetstub;PhotoRecExt;leave;
749;f230742625_apisetstub;PhotoRecExt;leave;
750;f230742633_apisetstub;PhotoRecExt;leave;
751;f230742641_apisetstub;PhotoRecExt;leave;
752;f230742649_apisetstub;PhotoRecExt;leave;
753;f230742657_apisetstub;PhotoRecExt;leave;
754;f230742665_apisetstub;PhotoRecExt;leave;
755;f230742681_apisetstub;PhotoRecExt;leave;
756;f230742689_apisetstub;PhotoRecExt;leave;
757;f230742697_apisetstub;PhotoRecExt;leave;
758;f230742705_apisetstub;PhotoRecExt;leave;
759;f230742721_apisetstub;PhotoRecExt;leave;
760;f230742729_apisetstub;PhotoRecExt;leave;
761;f230742737_apisetstub;PhotoRecExt;leave;
762;f230742745_apisetstub;PhotoRecExt;leave;
763;f230742753_apisetstub;PhotoRecExt;leave;
764;f230742777_apisetstub;PhotoRecExt;leave;
765;f230742785_apisetstub;PhotoRecExt;leave;
766;f230742793_apisetstub;PhotoRecExt;leave;
767;f230742809_apisetstub;PhotoRecExt;leave;
768;f230742825_apisetstub;PhotoRecExt;leave;
769;f230742833_apisetstub;PhotoRecExt;leave;
770;f230742857_apisetstub;PhotoRecExt;leave;
771;f230742865_apisetstub;PhotoRecExt;leave;
772;f230742873_apisetstub;PhotoRecExt;leave;
773;f230743361_apisetschema;PhotoRecExt;leave;
774;f230744017_Apphelp;PhotoRecExt;leave;
775;mpp;documents;copy;
776;f230784785_basesrv;PhotoRecExt;leave;
777;f230796377_bootres;PhotoRecExt;leave;
778;f230803529_Bubbles;PhotoRecExt;leave;
779;f230824609_CertCli;PhotoRecExt;leave;
780;f230825505_CertEnc;PhotoRecExt;leave;
781;f230828177_CertEnroll;PhotoRecExt;leave;
782;f230858721_CLB;PhotoRecExt;leave;
783;f230862137_clusapi;PhotoRecExt;leave;
784;f230885793_Acrobat;PhotoRecExt;leave;
785;f230886569_Acrobat;PhotoRecExt;leave;
786;f230929985_d2d1;PhotoRecExt;leave;
787;f230931609_d2d1;PhotoRecExt;leave;
788;f230942001_Acrobat;PhotoRecExt;leave;
789;f230964689_dciman32;PhotoRecExt;leave;
790;f230979433_ddrawex;PhotoRecExt;leave;
791;f231009017_dnsapi;PhotoRecExt;leave;
792;f231009657_dnscmmc;PhotoRecExt;leave;
793;plist;uncategorized;leave;
794;f231032505_dvdplay;PhotoRecExt;leave;
795;f231035897_dwmcore;PhotoRecExt;leave;
796;f231041057_Dw20;PhotoRecExt;leave;
797;f231050233_Acrobat;PhotoRecExt;leave;
798;f231058753_Acrobat;PhotoRecExt;leave;
799;f231068753_expand;PhotoRecExt;leave;
800;f231068857_expand;PhotoRecExt;leave;
801;f231083417_FMS;PhotoRecExt;leave;
802;f231083601_FMS;PhotoRecExt;leave;
803;f231087625_fontsub;PhotoRecExt;leave;
804;com;windows;remove;
805;f231121833_gdi32;PhotoRecExt;leave;
806;f231122601_glmf32;PhotoRecExt;leave;
807;f231130217_graftabl;PhotoRecExt;leave;
808;f231130337_graftabl;PhotoRecExt;leave;
809;IEC;uncategorized;leave;
810;f231147105_Acrobat;PhotoRecExt;leave;
811;DAT;data_bin;remove;
812;ime;windows;remove;
813;f231278769_imm32;PhotoRecExt;leave;
814;f231301161_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
815;f231301193_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
816;f231311385_kernel32;PhotoRecExt;leave;
817;f231313633_Kernelbase;PhotoRecExt;leave;
818;f231348049_Acrobat;PhotoRecExt;leave;
819;f231363817_ktmw32;PhotoRecExt;leave;
820;f231373505_LanguagePack;PhotoRecExt;leave;
821;f231460217_Acrobat;PhotoRecExt;leave;
822;f231425801_Acrobat;PhotoRecExt;leave;
823;f231446713_Acrobat;PhotoRecExt;leave;
824;f231455401_MSCAT32_Forwarder_DLL;PhotoRecExt;leave;
825;f231455425_MSCAT32_Forwarder_DLL;PhotoRecExt;leave;
826;f231460105_Acrobat;PhotoRecExt;leave;
827;f231476097_Acrobat;PhotoRecExt;leave;
828;f231498057_gdiext;PhotoRecExt;leave;
829;f231498073_gdiext;PhotoRecExt;leave;
830;f231535145_MSSIP32_Forwarder_DLL;PhotoRecExt;leave;
831;f232094185_WMM2CLIP;PhotoRecExt;leave;
832;f232060761_WMM2CLIP;PhotoRecExt;leave;
833;f232061273_OmdBase;PhotoRecExt;leave;
834;f232079177_OmdProject;PhotoRecExt;leave;
835;f232087537_Pipeline;PhotoRecExt;leave;
836;f232090657_PipeTran;PhotoRecExt;leave;
837;f232094665_OmdProject;PhotoRecExt;leave;
838;f232255049_Mystify;PhotoRecExt;leave;
839;f232931113_NTVDMD;PhotoRecExt;leave;
840;f232931081_NTVDMD;PhotoRecExt;leave;
841;f232938593_MSOGL;PhotoRecExt;leave;
842;ps;graphic;copy;
843;scr;windows;remove;
844;f232978089_PID;PhotoRecExt;leave;
845;f232989241_Acrobat;PhotoRecExt;leave;
846;f233012137_PSAPI;PhotoRecExt;leave;
847;f233012153_PSAPI;PhotoRecExt;leave;
848;f233015233_Protected_storage_server;PhotoRecExt;leave;
849;f233054737_resutils;PhotoRecExt;leave;
850;f233068601_Microsoft_Samples;PhotoRecExt;leave;
851;f233072897_Sidebar_Unattend;PhotoRecExt;leave;
852;f233074889_scecli;PhotoRecExt;leave;
853;f233075841_scesrv;PhotoRecExt;leave;
854;f233079737_scrnsave;PhotoRecExt;leave;
855;f233091873_SeCEdit;PhotoRecExt;leave;
856;f233092313_secinit;PhotoRecExt;leave;
857;f233163553_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
858;f233163569_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
859;f233167905_Acrobat;PhotoRecExt;leave;
860;f233175609_Softpub_Forwarder_DLL;PhotoRecExt;leave;
861;f233226961_Text3D;PhotoRecExt;leave;
862;f233234457_sxssrv;PhotoRecExt;leave;
863;f233334553_VDMDBG;PhotoRecExt;leave;
864;xmp;adobe;copy;
865;f233318657_user32;PhotoRecExt;leave;
866;f233323641_Uniscribe;PhotoRecExt;leave;
867;f233354305_WavDest;PhotoRecExt;leave;
868;dwg;cad;copy;
869;max;GraphicEdit;copy;
870;f8374417_PuTTYNG;PhotoRecExt;leave;
871;f235891385_ScrCons;PhotoRecExt;leave;
872;f235895041_WbemCons;PhotoRecExt;leave;
873;f235916497_ScrCons;PhotoRecExt;leave;
874;f235924017;PhotoRecExt;leave;
875;f235936297_gdiplus;PhotoRecExt;leave;
876;f235942649_gdiplus;PhotoRecExt;leave;
877;f235946017_gdiplus;PhotoRecExt;leave;
878;f235979809_FMS;PhotoRecExt;leave;
879;f235980257_FMS;PhotoRecExt;leave;
880;f235980609_FMS;PhotoRecExt;leave;
881;f236289905_IIS;PhotoRecExt;leave;
882;f236291985_iisext;PhotoRecExt;leave;
883;f236299377_WMPSideShowGadget;PhotoRecExt;leave;
884;f236315761_sbdrop;PhotoRecExt;leave;
885;f236493657_WMPSideShowGadget;PhotoRecExt;leave;
886;f236517225_wlsrvc;PhotoRecExt;leave;
887;wab;mail;copy;
888;wtv;windows;remove;
889;f239103761_write;PhotoRecExt;leave;
890;Sports;uncategorized;leave;
891;f239478937_mcspad;PhotoRecExt;leave;
892;f239682617_iismui;PhotoRecExt;leave;
893;f239752393_Acrobat;PhotoRecExt;leave;
894;f239773641_Acrobat;PhotoRecExt;leave;
895;f239824529_loginenv;PhotoRecExt;leave;
896;f239824561_makedev;PhotoRecExt;leave;
897;f239825985_psxoffset;PhotoRecExt;leave;
898;f239843033_Acrobat;PhotoRecExt;leave;
899;f241054649_Acrobat;PhotoRecExt;leave;
900;f241793401_cryptocme2;PhotoRecExt;leave;
901;f241793977_ccme_base;PhotoRecExt;leave;
902;f241794721_ccme_base_non_fips;PhotoRecExt;leave;
903;f241795129_ccme_asym;PhotoRecExt;leave;
904;f241795577_ccme_ecc;PhotoRecExt;leave;
905;f241796681_ccme_ecdrbg;PhotoRecExt;leave;
906;f242556785_ccme_asym;PhotoRecExt;leave;
907;f242555057_cryptocme2;PhotoRecExt;leave;
908;f242555633_ccme_base;PhotoRecExt;leave;
909;f242556377_ccme_base_non_fips;PhotoRecExt;leave;
910;f242557233_ccme_ecc;PhotoRecExt;leave;
911;f242558337_ccme_ecdrbg;PhotoRecExt;leave;
912;f251726993_OmdProject;PhotoRecExt;leave;
913;f251727017_WMM2CLIP;PhotoRecExt;leave;
914;f251760185_WMPSideShowGadget;PhotoRecExt;leave;
915;f251762113_sbdrop;PhotoRecExt;leave;
916;f251767377_iismui;PhotoRecExt;leave;
917;f251782185_write;PhotoRecExt;leave;
918;f251801401_mcspad;PhotoRecExt;leave;
919;f251825593_makedev;PhotoRecExt;leave;
920;f251914905_Microsoft_Samples;PhotoRecExt;leave;
921;f251927025_VDMDBG;PhotoRecExt;leave;
922;f251929041_WDIASqmModule;PhotoRecExt;leave;
923;f251930353_win;PhotoRecExt;leave;
924;f251931281_winrnr;PhotoRecExt;leave;
925;f251953361_clusapi;PhotoRecExt;leave;
926;f251953889_dnsapi;PhotoRecExt;leave;
927;f251957785_Microsoft_Samples;PhotoRecExt;leave;
928;f251958569_AudioRecorder;PhotoRecExt;leave;
929;f251959337_user32;PhotoRecExt;leave;
930;f252083601_clusapi;PhotoRecExt;leave;
931;f252177713_apisetschema;PhotoRecExt;leave;
932;f252270585_iismui;PhotoRecExt;leave;
933;f252317777_dciman32;PhotoRecExt;leave;
934;f252337361_Protected_storage_server;PhotoRecExt;leave;
935;f253313561_Microsoft_Samples;PhotoRecExt;leave;
936;f253314537_apisetstub;PhotoRecExt;leave;
937;f253314545_apisetstub;PhotoRecExt;leave;
938;f253314553_apisetstub;PhotoRecExt;leave;
939;f253338625_dnsapi;PhotoRecExt;leave;
940;f253635681_Acrobat;PhotoRecExt;leave;
941;f253635705_Acrobat;PhotoRecExt;leave;
942;f253635841_Acrobat;PhotoRecExt;leave;
943;f253660433_ERC;PhotoRecExt;leave;
944;f253734201_apisetstub;PhotoRecExt;leave;
945;f253833177_Acrobat;PhotoRecExt;leave;
946;f253889369_iismui;PhotoRecExt;leave;
947;f254090625_Acrobat;PhotoRecExt;leave;
948;f254031569_win;PhotoRecExt;leave;
949;flt;data_bin;remove;
950;f278771361_d2d1;PhotoRecExt;leave;
951;f278884737_SQLCEME;PhotoRecExt;leave;
952;f279137481_d2d1;PhotoRecExt;leave;
953;f280435761;PhotoRecExt;leave;
954;f280437369;PhotoRecExt;leave;
955;f281192865_UNKNOWN_FILE;PhotoRecExt;leave;
956;f281192705_UNKNOWN_FILE;PhotoRecExt;leave;
957;f281193057_UNKNOWN_FILE;PhotoRecExt;leave;
958;f281193241_UNKNOWN_FILE;PhotoRecExt;leave;
959;f281524785_CertEnroll;PhotoRecExt;leave;
960;f281418633_acppage;PhotoRecExt;leave;
961;f281418713_acppage;PhotoRecExt;leave;
962;f281424969_ADs;PhotoRecExt;leave;
963;f281425369_ADs;PhotoRecExt;leave;
964;f281425769_ADs;PhotoRecExt;leave;
965;f281430281_oledsldp;PhotoRecExt;leave;
966;f281430649_oledsldp;PhotoRecExt;leave;
967;f281431017_adsldpc;PhotoRecExt;leave;
968;f281431409_oledsldp;PhotoRecExt;leave;
969;f281431561_winnt;PhotoRecExt;leave;
970;f281432065_winnt;PhotoRecExt;leave;
971;f281444177_Apphelp;PhotoRecExt;leave;
972;f281444513_Apphelp;PhotoRecExt;leave;
973;f281492489_azroles;PhotoRecExt;leave;
974;f281495585_basesrv;PhotoRecExt;leave;
975;f281495721_basesrv;PhotoRecExt;leave;
976;f281495857_basesrv;PhotoRecExt;leave;
977;f281522801_CertAdm;PhotoRecExt;leave;
978;f281523345_CertCli;PhotoRecExt;leave;
979;f281523977_CertCli;PhotoRecExt;leave;
980;f281524609_CertEnc;PhotoRecExt;leave;
981;f281524697_CertEnc;PhotoRecExt;leave;
982;f281526961_CertEnroll;PhotoRecExt;leave;
983;f281557897_CLB;PhotoRecExt;leave;
984;f281557929_CLB;PhotoRecExt;leave;
985;f281561961_clusapi;PhotoRecExt;leave;
986;f281562313_clusapi;PhotoRecExt;leave;
987;f281562665_clusapi;PhotoRecExt;leave;
988;json;data_bin;copy;
989;f1751540881_resutils;PhotoRecExt;leave;
990;f1751567897_scecli;PhotoRecExt;leave;
991;f1751533577_RemovableMediaProvisioningPlugin;PhotoRecExt;leave;
992;f1751535841_Ribbons;PhotoRecExt;leave;
993;f1751567681_scrnsave;PhotoRecExt;leave;
994;f1751571441_scesrv;PhotoRecExt;leave;
995;f1751597561_SeCEdit;PhotoRecExt;leave;
996;f1751603529_secinit;PhotoRecExt;leave;
997;f1751630961_gdiext;PhotoRecExt;leave;
998;f1751648913_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
999;f1751666721_Softpub_Forwarder_DLL;PhotoRecExt;leave;
1000;f1751690161_SQLCECOMPACT;PhotoRecExt;leave;
1001;f1751690449_SQLCEOLEDB;PhotoRecExt;leave;
1002;f1751704761_SQLCESE;PhotoRecExt;leave;
1003;f1751713065_SQLCEQP;PhotoRecExt;leave;
1004;f1751716249_Text3D;PhotoRecExt;leave;
1005;f1751736833_sxssrv;PhotoRecExt;leave;
1006;f1754495833_UNKNOWN_FILE;PhotoRecExt;leave;
1007;f1754496033_UNKNOWN_FILE;PhotoRecExt;leave;
1008;f1754625385_EtwEseProviderResources;PhotoRecExt;leave;
1009;f1754678105_File_Name;PhotoRecExt;leave;
1010;f1766671113_UNKNOWN_FILE;PhotoRecExt;leave;
1011;f1766671257_UNKNOWN_FILE;PhotoRecExt;leave;
1012;winmdobj;uncategorized;leave;
1013;f1793641777_NFCProvisioningPlugin;PhotoRecExt;leave;
1014;f1793671673_NotificationPlatformComponent;PhotoRecExt;leave;
1015;f1822997201_kernel32;PhotoRecExt;leave;
1016;f1823010529_apisetstub;PhotoRecExt;leave;
1017;f1825628905_apisetstub;PhotoRecExt;leave;
1018;f1825636273_apisetstub;PhotoRecExt;leave;
1019;f281752761_expand;PhotoRecExt;leave;
1020;f281752865_expand;PhotoRecExt;leave;
1021;f281752969_expand;PhotoRecExt;leave;
1022;f281781817_fontsub;PhotoRecExt;leave;
1023;f281793433_gdi32;PhotoRecExt;leave;
1024;f281794017_gdi32;PhotoRecExt;leave;
1025;f281794857_glmf32;PhotoRecExt;leave;
1026;f281795473_glmf32;PhotoRecExt;leave;
1027;f281796089_glu32;PhotoRecExt;leave;
1028;f281796353_glu32;PhotoRecExt;leave;
1029;f281799361_gpprefcl;PhotoRecExt;leave;
1030;f281803473_graftabl;PhotoRecExt;leave;
1031;f281803585_graftabl;PhotoRecExt;leave;
1032;f281803697_graftabl;PhotoRecExt;leave;
1033;f281972329_imm32;PhotoRecExt;leave;
1034;f281972553_imm32;PhotoRecExt;leave;
1035;f282002401_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
1036;f282002433_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
1037;f282002465_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
1038;f282013745_kernel32;PhotoRecExt;leave;
1039;f282044225_ktmw32;PhotoRecExt;leave;
1040;f282044249_ktmw32;PhotoRecExt;leave;
1041;f282044273_ktmw32;PhotoRecExt;leave;
1042;f282068041_logon;PhotoRecExt;leave;
1043;f282079209_logon;PhotoRecExt;leave;
1044;f282090425_LanguagePack;PhotoRecExt;leave;
1045;f282090521_LanguagePack;PhotoRecExt;leave;
1046;f282125897_milcore;PhotoRecExt;leave;
1047;f282129833_milcore;PhotoRecExt;leave;
1048;f282161025_MSCAT32_Forwarder_DLL;PhotoRecExt;leave;
1049;f282161073_MSCAT32_Forwarder_DLL;PhotoRecExt;leave;
1050;f282161049_MSCAT32_Forwarder_DLL;PhotoRecExt;leave;
1051;f282209521_gdiext;PhotoRecExt;leave;
1052;f282209537_gdiext;PhotoRecExt;leave;
1053;f282209553_gdiext;PhotoRecExt;leave;
1054;f282225593_MSSIP32_Forwarder_DLL;PhotoRecExt;leave;
1055;f282225609_MSSIP32_Forwarder_DLL;PhotoRecExt;leave;
1056;FLT;GraphicEdit;copy;
1057;f283581665_NTVDMD;PhotoRecExt;leave;
1058;f283581697_NTVDMD;PhotoRecExt;leave;
1059;f283581729_NTVDMD;PhotoRecExt;leave;
1060;f283594089_PID;PhotoRecExt;leave;
1061;f283605857_MSOGL;PhotoRecExt;leave;
1062;f283625441_opengl32;PhotoRecExt;leave;
1063;f283627953_Auto_Enrollment_DLL;PhotoRecExt;leave;
1064;f283628041_Auto_Enrollment_DLL;PhotoRecExt;leave;
1065;f283664777_RasCredProv;PhotoRecExt;leave;
1066;f283696369_scecli;PhotoRecExt;leave;
1067;f283696721_scesrv;PhotoRecExt;leave;
1068;f283697321_scesrv;PhotoRecExt;leave;
1069;f283705113_SCrdEnrl;PhotoRecExt;leave;
1070;f283705425_scrnsave;PhotoRecExt;leave;
1071;f283705449_scrnsave;PhotoRecExt;leave;
1072;f283706697_SCW;PhotoRecExt;leave;
1073;f283708769_svcapis;PhotoRecExt;leave;
1074;f283711017_SeCEdit;PhotoRecExt;leave;
1075;f283711089_SeCEdit;PhotoRecExt;leave;
1076;f283711161_secinit;PhotoRecExt;leave;
1077;f283711193_secinit;PhotoRecExt;leave;
1078;f283765417_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
1079;f283765641_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
1080;f283765865_Shim_Engine_DLL_(IAT);PhotoRecExt;leave;
1081;f283800921_Softpub_Forwarder_DLL;PhotoRecExt;leave;
1082;f283800945_Softpub_Forwarder_DLL;PhotoRecExt;leave;
1083;f283860065_SQLCEOLEDB30;PhotoRecExt;leave;
1084;f283860361_SQLCEOLEDB30;PhotoRecExt;leave;
1085;f283860657_SQLCEQP30;PhotoRecExt;leave;
1086;f283867121_SQLCESE30;PhotoRecExt;leave;
1087;f283938761_DWrite;PhotoRecExt;leave;
1088;f283941873_user32;PhotoRecExt;leave;
1089;f283943105_user32;PhotoRecExt;leave;
1090;f283947081_Uniscribe;PhotoRecExt;leave;
1091;f284005225_win;PhotoRecExt;leave;
1092;f283988177_ERC;PhotoRecExt;leave;
1093;f283988305_ERC;PhotoRecExt;leave;
1094;f283989129_win;PhotoRecExt;leave;
1095;f283994841_WerMgr;PhotoRecExt;leave;
1096;f283994953_WerMgr;PhotoRecExt;leave;
1097;f283995065_WerMgr;PhotoRecExt;leave;
1098;f283995177_wersvc;PhotoRecExt;leave;
1099;f283995425_WerEscalation;PhotoRecExt;leave;
1100;f283995433_WerEscalation;PhotoRecExt;leave;
1101;f284001041;PhotoRecExt;leave;
1102;f284005241_win;PhotoRecExt;leave;
1103;f284014809_WindowsCodecsExt;PhotoRecExt;leave;
1104;f284036025_winrnr;PhotoRecExt;leave;
1105;f284057177_write;PhotoRecExt;leave;
1106;f284126153_PSAPI;PhotoRecExt;leave;
1107;f284126177_PSAPI;PhotoRecExt;leave;
1108;f284126201_PSAPI;PhotoRecExt;leave;
1109;f284126937_Protected_storage_server;PhotoRecExt;leave;
1110;f284126985_Protected_storage_server;PhotoRecExt;leave;
1111;f284127033_Protected_storage_server;PhotoRecExt;leave;
1112;f284137425_resutils;PhotoRecExt;leave;
1113;f284137553_resutils;PhotoRecExt;leave;
1114;f284137681_resutils;PhotoRecExt;leave;
1115;f284149137_VDMDBG;PhotoRecExt;leave;
1116;f284149177_VDMDBG;PhotoRecExt;leave;
1117;f284208225_mspr;PhotoRecExt;leave;
1118;f284325881_vsraid;PhotoRecExt;leave;
1119;f284326137_vsraid;PhotoRecExt;leave;
1120;f284466425_iSCSI_Event_Log_DLL;PhotoRecExt;leave;
1121;f284504905_nvm60x32;PhotoRecExt;leave;
1122;f286075625_OEMRES;PhotoRecExt;leave;
1123;f286077185_OEMRES;PhotoRecExt;leave;
1124;rct;programming;copy;
1125;f286433945_acppage;PhotoRecExt;leave;
1126;f286434401_ADs;PhotoRecExt;leave;
